companyName,company_starRating,company_offeredRole,company_roleLocation,listing_jobDesc,requested_url
"Amazon Road Transport Spain, S",3.8,"Junior Supply Chain Analyst, AMXL Supply Chain",Barcelona,"Professional English level, as it will be the day to day language. 
Advanced knowledge of MS Excel. 
Create metrics, performance dashboards and reports 
Drive root cause analysis 
Engage with cross-functional teams and/or carriers/vendors for implementation of project/program requirements 
Managing multiple projects/initiatives 
Communication at all levels with the ability to present information professionally & concisely with supporting data 
Analyze various KPIs 
Conduct audits 
Create meaningful reports and performing daily execution tasks. VBA, SQL or other coding knowledge to support automation initiatives. 
Knowledge of data visualization tools such as Tableau, Power BI or Quicksight. 
Proven independent decision making skills in an often times ambiguous environment. 
Ability to think quantitatively and qualitatively about operating processes and outcomes.",https://www.glassdoor.com/partner/jobListing.htm?pos=123&ao=1136043&s=58&guid=00000182cc18b18f8b2377ab5e6db627&src=GD_JOB_AD&t=SR&vt=w&cs=1_f6a1b9d2&cb=1661281547111&jobListingId=1008000811147&jrtk=3-0-1gb61hcegk6dq801-1gb61hceuih79800-94a95b3a69cc90bf-
Hitachi Vantara Corporation,3.7,Big-data Engineer and Administrator,Madrid,"3+ years in a Big-data Engineer role; Sound knowledge of Hadoop Architecture and distributed data environments; Excellent functional knowledge and experience with big data components such as Kafka, Spark,Hadoop, Hbase, Hive; Experience in optimizing hadoop/hive settings for maximum throughput (includes compaction; hive metadata; TeZ Containerization;); Experience in shell scripting, have knowledge of scripting languages such as Python and be exposed to programming languages such as Java; Knowledge of Table definitions, file formats, UDF, Data Layout (Partitions and Buckets); Monitor Cluster performance, resource usage, backup and mirroring, provisioning and automation (Administration); ProdOps experience on Storm/Kafka. Experience in analyzing MapReduce jobs logs and error handling; AWS/Cloud: Sound knowledge of Cloud basics: S3, EMR. Need experience in identifying opportunities to improve processes, operations and automation using IaC; Experience ingesting data from multiple data sources such as REST API, SFTP flat files, Streaming data using Apache Storm, Kafka Streams or others etc. 
Ability to work under US East Coast schedule
 Degree in Computer Science, IT, or similar field; a Master's is a plus; Data engineering certification (e.g AWS Certified Big Data - Specialty) is a plus; Experience with Agile methodology",https://www.glassdoor.com/partner/jobListing.htm?pos=110&ao=1136043&s=58&guid=00000182cc18b18f8b2377ab5e6db627&src=GD_JOB_AD&t=SR&vt=w&cs=1_480de637&cb=1661281547109&jobListingId=1007899076174&jrtk=3-0-1gb61hcegk6dq801-1gb61hceuih79800-e362231e00e7f94b-
Roche,4.2,Data Scientist,Spain,"
Work with stakeholders throughout the Service organization to identify opportunities for leveraging Customer Support data and other data to drive business decisions. 
Mine and analyze data from the SIQ database and other company databases (e.g. Salesforce.com, SAP) to drive optimization and improvement of product development, Customer Support and business strategies. 
Assess the effectiveness and accuracy of new data sources and data gathering techniques. 
Develop custom data models and algorithms to apply to data sets. 
Use predictive modeling to increase and optimize customer experiences, revenue generation, ad targeting and other business outcomes. 
Coordinate with different functional teams to implement models and monitor outcomes. 
Develop processes and tools to monitor and analyze model performance and data accuracy. 
Monitor operational activities of the Diagnostics Service organizations 
Drive Product Care activities together with GCS TPMs & Finance to improve instrument performance in the market and improve customer experience 
Shape KPI landscape to address Senior Management needs to steer the organization 
Translate problems into actionable data analytics solving the problem 
Define reporting and alerting requirements to identify improvement areas early 
Close collaboration with other members of GCS PLG and Global Service Finance as well as the wider GCS organization 
Main Service Business Analytics contact for GCS and Affiliates 
Drive Product Care activities together with GCS TPMs & Finance to improve instrument performance in the market and improve customer experience 
Shape KPI landscape to address Senior Management needs to steer the organization 
Propose corrective actions to improve Service business operations or to improve product designs 
You have a Bachelor’s degree (master preferred) in Data Science, IT, Economics, Applied Math or equivalent. 
You are proficient in English (Excellent verbal and written communication skills). 
You have approx. 4-5 years of working experience in a Data Scientist or Data Warehousing position. 
Ability to translate data analytics in actionable results for the senior management 
You are self-motivated, proactive, taking initiative and going beyond call of duty 
You have exceptional problem-solving skills and you are a good team player 
You have the ability to work comfortably in a cross-functional setting and with business senior executives 
You have experience working with SQL, Tableau, Data Management, Snowflake Data Cloud, Salesforce",https://www.glassdoor.com/partner/jobListing.htm?pos=102&ao=1136043&s=58&guid=00000182cc18b18f8b2377ab5e6db627&src=GD_JOB_AD&t=SR&vt=w&cs=1_3445d186&cb=1661281547108&jobListingId=1008028159566&jrtk=3-0-1gb61hcegk6dq801-1gb61hceuih79800-1362381d0c4a65dc-
Amazon EU SARL (Spain Branch),3.8,"Customer Advisor (B2B), Amazon Business",Madrid,"Spanish and English language required. 
BA/BSc degree from a leading university or relevant experience proving ability to solve complex problems. 
2-5 years sales management, purchase/buyer, operations experience or consulting. 
Exceptional and effective verbal and written communication skills. 
Strong quantitative skills. 
Exceptional attention to detail and organizational skills. 
Ability to work independently, as well as part of a team, on multiple projects 
Experience in a fast-paced and results-oriented environment with significant ambiguity (e.g. a high-growth business, top-tier consultancy) with a track record of successes. 
Proven ability to influence others to achieve outstanding results, interacting with senior executives and to develop strong and collaborative working relationships; Analyse and define customers procurement needs to design how Amazon Business can solve their operational and strategic challenges. Advise customers on setting up a comprehensive procurement solution using Amazon Business to accelerate their digital transformation. Lead and own initiatives with internal stakeholders to improve processes for external clients and Amazon Business team. Initiate prospecting and lead generation activities. Meet or exceed targets for customer acquisition and customer spend adoption. Educating and networking with key prospect and customer contacts. Drive customer satisfaction.",https://www.glassdoor.com/partner/jobListing.htm?pos=109&ao=1136043&s=58&guid=00000182cc18b18f8b2377ab5e6db627&src=GD_JOB_AD&t=SR&vt=w&cs=1_d62c69eb&cb=1661281547109&jobListingId=1008064939327&jrtk=3-0-1gb61hcegk6dq801-1gb61hceuih79800-1baea3206abd72a4-
AWS EMEA SARL (Spain Branch),3.8,"Data Science Consultant- Sports Industry, EMEA Sports",Madrid,"Use Deep Learning frameworks like MXNet, Caffe 2, Tensorflow, Theano, CNTK, and Keras to help our customers build deep learning models Use SparkML and Amazon Machine Learning (AML) to help our customers build ML models. Use Lex to develop Conversational User Interface (CUI) Work with our Professional Services Big Data consultants to analyze, extract, normalize, and label relevant data. Work with our Professional Services DevOps consultants to help our customers operationalize models after they are built. Assist customers with identifying model drift and retraining models.",https://www.glassdoor.com/partner/jobListing.htm?pos=115&ao=1136043&s=58&guid=00000182cc18b18f8b2377ab5e6db627&src=GD_JOB_AD&t=SR&vt=w&cs=1_04fe55a4&cb=1661281547110&jobListingId=1008008020771&jrtk=3-0-1gb61hcegk6dq801-1gb61hceuih79800-e35a5481404662b0-
Santander,3.9,Analytics Engineer - Data Science & BI (Openbank),Madrid,"Use the infrastructure created by the data engineering team to write data transformation processes.
 Generate standardized data layers, addressing the needs of more analytics-oriented teams, in order to optimize both reporting and ML processes.
 Applying Software Engineering best practices for analytical code (e.g. version control, testing, continuous integration, etc.).
 Maintain documentation and data definition with the support of the Data Governance team.
 Establish best practices with the Data Engineering team in the process of transforming and standardizing our analytical data layers.
 Integrate into the Business analytics team squads to understand data needs and propose better structures, promoting reuse and standardization.
 Define rules, standards, and data quality metrics.
 +5 years of experience in a similar role.
 University or Master’s Degree in Computer Science / Telecom. / Maths / Physics / Industrial engineer.
 You are a master of SQL. You know how to write queries in an understandable, simple way and with good performance!
 Robust understanding of entity-relationship models and Big Data storage formats, as well as their optimisation.
 You know orchestration tools for data processing such as dbt or Airflow.
 You have solid knowledge of distributed programming environments such as Spark, as well as associated programming languages such as Python or Scala.
 Experience with analytics services, to create automated data-driven reports (e.g. Tableau, Qlikview, and bonus points if you have experience with Quicksight).
 Designing tests and monitoring and quality control processes for data-driven software.
 Detail-obsessed, highly multi-tasking, with excellent communication and interpersonal skills.
 Problem-solving oriented.
 Joining a dynamic and agile company undergoing international expansion.
 Working in start-up mode with the support of the Santander Group.
 Competitive remuneration and attractive benefits package.
 Possibility of growth within the company and the Group.
 Collaborating on international projects in different countries.
 Excellent work environment, social clubs and frequent events (virtual at present).
",https://www.glassdoor.com/partner/jobListing.htm?pos=121&ao=1136043&s=58&guid=00000182cc18b18f8b2377ab5e6db627&src=GD_JOB_AD&t=SR&vt=w&cs=1_459ba782&cb=1661281547111&jobListingId=1008033361219&jrtk=3-0-1gb61hcegk6dq801-1gb61hceuih79800-617b278e46a56bf7-
Zopa Limited,4.2,Software Engineer (Java/Kotlin) - Barcelona,Barcelona,"
You love shipping great products, not just writing superb code. 
You are a fast learner and enjoy getting stuck into difficult problems 
As an engineer, you’re interested in the problem, not just the requirements. 
You feel comfortable in a fast-moving environment and are ambitious about the speed and quality of your code. We ship our code multiple times a week with the impact measured in the result for the customer, not lines of code. 
An advocate of test driven development or, even better, behaviour-driven development. A strong commitment to quality is essential. 
You've worked on large scale distributed software systems that have proven scalability and complex topologies. 
Enjoy talking to key stakeholders and understand and show passion for the business objectives of the company. 
You are comfortable with a fair bit of uncertainty, fast change, and love solving hard problems collaboratively. 
You are a team player who thrives working in an honest and friendly working atmosphere. We have a flat hierarchy and give you the opportunity to make a real impact. 
Experience with Kafka and/or a streams-based platform (Samza, Storm) is a plus!",https://www.glassdoor.com/partner/jobListing.htm?pos=130&ao=1136043&s=58&guid=00000182cc18b18f8b2377ab5e6db627&src=GD_JOB_AD&t=SR&vt=w&cs=1_2a1b3fc4&cb=1661281547111&jobListingId=1007065265162&jrtk=3-0-1gb61hcegk6dq801-1gb61hceuih79800-f7000e2cfb5cfea3-
IQVIA,4.0,Data Analytics - SAS & SQL programming -,Madrid,"
Performing strategic analyses (recurrent and ad hoc) to derive trends, conclusions, and actionable recommendations for clients on qualitative and quantitative data, including longitudinal datasets 
Evaluating secondary data on markets, physicians, pharmacists, patients, and competitive products 
Creating reports, presentations and other client deliverables 
At least 2 years experience in data analysis. 
Excellent knowledge in data analysis and business intelligence. 
Detailed and solution-driven, quality and service-oriented way of working. 
Programming in SAS is a plus. 
Good level of practice with Office tools: Excel, Access, Word, PowerPoint. 
Strong communicative skills, orally and in writing at English. 
Ability to work on several projects in parallel. 
Team player, able to integrate in an international and multidisciplinary team. 
Programming in SAS 
SQL programming 
Predictive analysis 
Database studies 
Experience in data mining and the application of SQL, or other common databases and software tools 
Experience in the life sciences industry 
Big data 
IQVIA recognized by Great Place to Work as the second best company to work for in Spain (March 2018) 
FORTUNE Magazine's World's Most Admired Companies list for the third year in a row. 
Recognised by the 2016 Scrip Awards as the Best Full-service Provider Contract Research Organization (CRO) 
Awarded the 2016 Eagle Award from the Society for Clinical Research Sites (SCRS) for the fourth consecutive year. A site-nominated award recognising contract research organizations (CRO) and biopharmaceutical sponsors dedicated to building positive relationships with research sites through leadership, professionalism and integrity. 
IQVIA™ named in The International Association of Outsourcing Professionals (IAOP) 2017 Global Outsourcing 100® List which recognizes the world’s best service providers across a range of industries.",https://www.glassdoor.com/partner/jobListing.htm?pos=126&ao=1136043&s=58&guid=00000182cc18b18f8b2377ab5e6db627&src=GD_JOB_AD&t=SR&vt=w&cs=1_3411ff1b&cb=1661281547111&jobListingId=1007485694673&jrtk=3-0-1gb61hcegk6dq801-1gb61hceuih79800-9ff96824d9cb0090-
Gartner,4.0,"Associate Director, Consulting",Madrid,"Management Consulting experience from a top advisory or IT professional services firm;
 Expertise with strategic consulting frameworks and their financial and operational principles;
 Experience in leading the delivery of complex multifaceted studies at C-level;
 University Master’s degree in relevant field of study, MBA qualification desirable;
 A great understanding of the drivers for change within these sectors (for example: Pharma 4.0, Industry 4.0, Supply Chain Transformation, Data and Analytics, Digital Transformation, IoT, Blockchain etc)
 CIO Strategy and IT Strategy;
 Digital Transformation;
 Business Intelligence; Data Insight and Market Analytics
 Digital Strategy
 Candidates must be able to speak fluently in English and Spanish
",https://www.glassdoor.com/partner/jobListing.htm?pos=119&ao=1136043&s=58&guid=00000182cc18b18f8b2377ab5e6db627&src=GD_JOB_AD&t=SR&vt=w&cs=1_40e29849&cb=1661281547111&jobListingId=1007992934513&jrtk=3-0-1gb61hcegk6dq801-1gb61hceuih79800-b93754b9bf8596a6-
Amazon EU SARL (Spain Branch),3.8,"Sr Supply Chain Analyst, S&OP, DF/MFN, AMXL EU Supply Chain",Barcelona,"You should have a bachelor’s degree in a numerate subject (engineering, physics or other hard sciences) from a reputed university 
Demonstrated professional experience in Supply Chain / Transportation, experience in Planning, S&OP or Forecasting, or related environment for an International company. 
Highly analytical and quantitative skills; experience using data and metrics to test theories, confirm assumptions, and measure success, ability to simplify complex topics for broad audiences 
Strong proficiency in Microsoft Excel (SQL knowledge is a plus) 
Experience of dealing with complex issues, metrics and data management, and desire to create and bence to handle multiple competing priorities and projects in a fast-paced environment 
Excellent written, verbal, listening, communicating, and negotiating skills, coupled with ability to comfortably and confidently present to all levels within the enterprise is required 
Fluency in English and preferable another European language. 
Attention to detail and high ability for data mining 
Hands-on and ready to roll up sleeves, to dive deep into the business, in a lean organization 
Must be an independent problem solver that can make high quality judgments and decisions quickly with excellent organization skills 
Must be detail-oriented with a demonstrated ability to self-motivate, makes things happen, ability to move fast, innovate and simplify Key member of EU AMXL SC team managing S&OP for multiple DF/SF/MFN sites across EU countries. 
Run the full weekly S&OP process for selected sites 
Owns Short and Mid-term SC Execution for relevant sites 
Carry out sensitivity analysis and create a decision model for optimal utilization of the existing capacity and inventory placement considering all other business impacts. 
Integrate known future events and constraint management into a weekly planning process routine. 
Manage operational issues with our launch sites, Retail, Transportation partners, and several support teams to drive efficiency in SC planning and execution 
Answer operational queries in a prompt and efficient manner. 
Provide deep analytics to root cause and evolve solutions to complex problems. 
Work closely with the other Global and EU AMXL operations teams in areas including network/topology planning and design, capacity planning, inventory placement, customer experience and backlog management, continuously optimizing for customer experience and fulfillment efficiency. 
Set and deliver country goals relating to forecast accuracy, backlog management, process timelines, and general planning efficiency 
Drive EU S&OP operational (e.g. process, tools, etc.) and development initiatives. 
Present operational and project updates to senior management. Master’s level degree 
Organized, self-starter and a quick learner 
Development and execution of network design and optimization to support cost reduction, increase delivery speed and improved delivery experience for Amazon customers 
Entrepreneurial mindset, with the tenacity to develop ideas independently to take ownership 
Strong data manipulation background and works with numbers on a daily basis and experience with big data set analysis 
Proven track record of improving the end to value chain and experience designing advanced Supply Chain processes and implementing world class Supply Chain/Logistics tools 
Experience in direct-to-customer fulfillment or distribution center 
Familiarity with supply chain management and transportation concepts : forecasting, planning, optimization, logistics, delivery performance, carrier negotiation, inventory management, S&OP 
Experience of SQL, Data Analysis Tools, and data-driven decision making skills 
Fluency in German, Spanish, or other European languages.",https://www.glassdoor.com/partner/jobListing.htm?pos=128&ao=1136043&s=58&guid=00000182cc18b18f8b2377ab5e6db627&src=GD_JOB_AD&t=SR&vt=w&cs=1_4b8dd41b&cb=1661281547111&jobListingId=1007966008263&jrtk=3-0-1gb61hcegk6dq801-1gb61hceuih79800-2cf3529c0b64352a-
"Amazon Spain Services, S.L.",3.8,Senior Finance Analyst,Madrid,"Degree in Finance, Accounting or other quantitative area; other degree with equivalent experience 
Demonstrable large scale international business analysis experience in fast-paced operations, manufacturing or e-commerce environment 
Intermediate to advanced proficiency in Microsoft Excel (preference for good knowledge of SQL). 
Excellent written and verbal communication skills in English",https://www.glassdoor.com/partner/jobListing.htm?pos=129&ao=1136043&s=58&guid=00000182cc18b18f8b2377ab5e6db627&src=GD_JOB_AD&t=SR&vt=w&cs=1_7dce2349&cb=1661281547111&jobListingId=1008000807138&jrtk=3-0-1gb61hcegk6dq801-1gb61hceuih79800-f90059c41b4e020d-
"Amazon Spain Services, S.L.",3.8,"Process Improvement Mgr, EU DA Experience",Madrid,"Identify areas of opportunity and continuous imrovement Think big - identify opportunity for the future development of experience product and programs. Develop programs and process in collaboration with partner teams.
 Work with in country teams to communicate and roll out changes, updates and continuous processes. Develop existing mechanisms to continuously improve experience Build collaborative, influential internal and external relationships with Product, Program, Field teams and other critical stakeholders to gather information and develop program plans Develop Scalable Engagement & Recognition Programs: Define core strategy to develop an engaged culture that connects drivers with DSP managers. Develop and prioritize roadmap for launching engagement and reward/recognition programs; build and execute these programs at scale. Cross-Functional Collaboration: Build collaborative, influential internal and external relationships with Product, Program, Field teams and other critical stakeholders to gather information, set action plans, and monitor stakeholder execution to improve the driver experience and program executions. Communication: Create and own recurring communications to business leaders and key stakeholders on core programs and opportunities to improve driver engagement, satisfaction, and retention Willingness to travel",https://www.glassdoor.com/partner/jobListing.htm?pos=112&ao=1136043&s=58&guid=00000182cc18b18f8b2377ab5e6db627&src=GD_JOB_AD&t=SR&vt=w&cs=1_7260bd3c&cb=1661281547110&jobListingId=1008085818005&jrtk=3-0-1gb61hcegk6dq801-1gb61hceuih79800-ca671c27fb3eb5e4-
Gartner,4.0,Lead Data Scientist,Trabajo en remoto,"Execute large scale, high impact data modeling projects with responsibility for developing, validating, socializing, and maintaining data-driven analytics that provide business insights to increase operational efficiency and customer value.
 As needed, provide ad hoc modeling and analytical insights to inform strategic and operational initiatives.
 Conduct all phases of the analytics process, including but not limited to: Understanding business issues, proposing technical solutions, data wrangling, data cleaning, data analysis, feature engineering, model selection, model development, model validation, presentation of results and insights, model implementation, model documentation.
 Navigate the Gartner ecosystem/business-model and its intersection with technology, data, analytics, and data science.
 Partner, interact, communicate regularly with other Data Scientists, BI Analysts, Project Managers, IT personnel, Subject-Matter-Experts, and Senior management in the course of proposing, developing, and implementing analytics/models.
 Convert “tops-down” business initiative requirements into actionable data analytics projects as well as conceive and propose “bottoms-up” analytics ideas/programs.
 Master’s Degree and at least 6 years of data modeling experience in a business environment, or Bachelor’s Degree and at least 8 years of related experience; degrees with a concentration in statistics, data science, operational research, computer science or related field preferred.
 Bachelor’s Degree required. Master’s Degree preferred. Degrees with a concentration in statistics, data science, operational research, computer science or related field preferred.
 In-depth knowledge of statistical principles and their application in modeling and data analysis.
 Experience developing and applying descriptive, predictive, prescriptive models.
 In depth NLP knowledge and application experience.
 Proficiency in Python, SQL, Spark. Basic skills in PBI, Excel, Power Point.
 Experience with multiple modeling techniques such as: Time Series, Random Forests, Clustering, Neural Networks, Generalized Linear Models, Optimization, DOE, Dimensionality Reduction.
 Experience with churn analysis, profiling, recommendation systems.
 Ability to work in a fast-paced environment and deliver against milestones.
 People management experience preferred
",https://www.glassdoor.com/partner/jobListing.htm?pos=108&ao=1136043&s=58&guid=00000182cc18b18f8b2377ab5e6db627&src=GD_JOB_AD&t=SR&vt=w&cs=1_a437a311&cb=1661281547109&jobListingId=1007969139745&jrtk=3-0-1gb61hcegk6dq801-1gb61hceuih79800-b21e391241660aca-
